Run,Step,Agent,Bidding
0,0,Lee,0.4886537239730008
0,0,Shin,0.5873333333333334
0,0,Kang,0.6777245716606015
0,0,Lim,0.8181931216931217
0,0,Ko,0.5399495900006438
0,1,Lee,0.5157137102472472
0,1,Shin,0.5449788359788361
0,1,Kang,0.6506844899815509
0,1,Lim,0.7325661375661376
0,1,Ko,0.5556098074771824
0,2,Lee,0.5295368598751736
0,2,Shin,0.6452777777777777
0,2,Kang,0.7152847827568282
0,2,Lim,0.6647195767195768
0,2,Ko,0.5782494977740127
0,3,Lee,0.4968121476980394
0,3,Shin,0.5646058201058202
0,3,Kang,0.6989739318696632
0,3,Lim,0.6743121693121695
0,3,Ko,0.6051626422488832
0,4,Lee,0.5616547255712632
0,4,Shin,0.557367724867725
0,4,Kang,0.7431552629339749
0,4,Lim,0.6738915343915346
0,4,Ko,0.562200084829556
0,5,Lee,0.5073187479403292
0,5,Shin,0.6001587301587302
0,5,Kang,0.7257663720163829
0,5,Lim,0.6100291005291006
0,5,Ko,0.6028945448745238
0,6,Lee,0.6023822830514424
0,6,Shin,0.5843518518518518
0,6,Kang,0.681576512711159
0,6,Lim,0.6040634920634921
0,6,Ko,0.607297646455621
0,7,Lee,0.5673196354828641
0,7,Shin,0.5629761904761905
0,7,Kang,0.7558383410822799
0,7,Lim,0.5829603174603176
0,7,Ko,0.5816945764070978
0,8,Lee,0.5555864700649529
0,8,Shin,0.5770238095238094
0,8,Kang,0.7380480689372739
0,8,Lim,0.5968730158730159
0,8,Ko,0.617315097661059
0,9,Lee,0.5489275995133288
0,9,Shin,0.5713783068783069
0,9,Kang,0.761378958998774
0,9,Lim,0.6089126984126983
0,9,Ko,0.6194123569716121
0,10,Lee,0.5581540677643917
0,10,Shin,0.5635661375661375
0,10,Kang,0.7407073486012199
0,10,Lim,0.6441349206349207
0,10,Ko,0.6321247538083624
0,11,Lee,0.5855312660024478
0,11,Shin,0.612095238095238
0,11,Kang,0.7634452475300495
0,11,Lim,0.6170132275132277
0,11,Ko,0.621763465961148
0,12,Lee,0.5977211108227395
0,12,Shin,0.618
0,12,Kang,0.7689524362498534
0,12,Lim,0.6402010582010582
0,12,Ko,0.6622816571180503
0,13,Lee,0.5742220491026728
0,13,Shin,0.5447962962962963
0,13,Kang,0.7456923046276625
0,13,Lim,0.5330582010582012
0,13,Ko,0.6706690309002994
0,14,Lee,0.6265170565111418
0,14,Shin,0.5734867724867725
0,14,Kang,0.7549152070042063
0,14,Lim,0.5438333333333335
0,14,Ko,0.6897606849428213
0,15,Lee,0.5547933912056143
0,15,Shin,0.569037037037037
0,15,Kang,0.7803581676499567
0,15,Lim,0.6318042328042328
0,15,Ko,0.6713421632739073
0,16,Lee,0.5657809121801223
0,16,Shin,0.6551084656084656
0,16,Kang,0.8138490394833563
0,16,Lim,0.5352354497354497
0,16,Ko,0.7156544861540288
0,17,Lee,0.6162421695800426
0,17,Shin,0.6116216931216933
0,17,Kang,0.782467131738478
0,17,Lim,0.5903121693121695
0,17,Ko,0.6952166996486332
0,18,Lee,0.6549793292154198
0,18,Shin,0.6476111111111112
0,18,Kang,0.8271539325983336
0,18,Lim,0.6121243386243388
0,18,Ko,0.6701332283139847
0,19,Lee,0.5637180730543427
0,19,Shin,0.6382222222222221
0,19,Kang,0.7921566624694272
0,19,Lim,0.592462962962963
0,19,Ko,0.7170100824144774
0,20,Lee,0.5916430528552976
0,20,Shin,0.6772619047619048
0,20,Kang,0.8318328200695049
0,20,Lim,0.5661825396825396
0,20,Ko,0.7030394591883716
0,21,Lee,0.5719780860380871
0,21,Shin,0.6971005291005291
0,21,Kang,0.8525210957311136
0,21,Lim,0.6028174603174604
0,21,Ko,0.701745893428423
0,22,Lee,0.6153443997918293
0,22,Shin,0.6989708994708995
0,22,Kang,0.8491638046285297
0,22,Lim,0.5834126984126985
0,22,Ko,0.7343505858602539
0,23,Lee,0.6137110312911108
0,23,Shin,0.7386455026455025
0,23,Kang,0.8587264398336026
0,23,Lim,0.6255555555555558
0,23,Ko,0.7115166160893918
0,24,Lee,0.5976524335714386
0,24,Shin,0.6527354497354498
0,24,Kang,0.8538146171595378
0,24,Lim,0.6050555555555556
0,24,Ko,0.7254749812534659
0,25,Lee,0.6609637093627521
0,25,Shin,0.6932354497354498
0,25,Kang,0.8474709649357844
0,25,Lim,0.6210317460317462
0,25,Ko,0.7374787635288892
0,26,Lee,0.6128486398233352
0,26,Shin,0.7884047619047619
0,26,Kang,0.8708473341877316
0,26,Lim,0.5369126984126986
0,26,Ko,0.7646297821371602
0,27,Lee,0.635419980203115
0,27,Shin,0.7571190476190476
0,27,Kang,0.8543593242883037
0,27,Lim,0.6010211640211641
0,27,Ko,0.7216917035845821
0,28,Lee,0.6166427975319863
0,28,Shin,0.7830211640211638
0,28,Kang,0.8773417249078111
0,28,Lim,0.5775079365079364
0,28,Ko,0.7427972663874427
0,29,Lee,0.6356231555116284
0,29,Shin,0.7941746031746032
0,29,Kang,0.874275575598721
0,29,Lim,0.5702248677248679
0,29,Ko,0.7227514378910697
0,30,Lee,0.5996299174655242
0,30,Shin,0.8064841269841269
0,30,Kang,0.8225088704880793
0,30,Lim,0.5949656084656083
0,30,Ko,0.7500860616572588
0,31,Lee,0.5980851450769749
0,31,Shin,0.8404444444444442
0,31,Kang,0.868712703019897
0,31,Lim,0.5840952380952381
0,31,Ko,0.780691037686327
0,32,Lee,0.6296902002809531
0,32,Shin,0.8502063492063492
0,32,Kang,0.8643791828253424
0,32,Lim,0.5874497354497353
0,32,Ko,0.7770728173581591
0,33,Lee,0.6417023534800178
0,33,Shin,0.8197936507936504
0,33,Kang,0.89358710103518
0,33,Lim,0.5664232804232805
0,33,Ko,0.7774003698562401
0,34,Lee,0.6019697176898471
0,34,Shin,0.8892222222222224
0,34,Kang,0.8703265324023177
0,34,Lim,0.567989417989418
0,34,Ko,0.7556768732506431
0,35,Lee,0.6597454154590058
0,35,Shin,0.8461666666666666
0,35,Kang,0.8517760688342979
0,35,Lim,0.5723148148148148
0,35,Ko,0.7724392981807371
0,36,Lee,0.6746536888552697
0,36,Shin,0.8840793650793651
0,36,Kang,0.8917637511355805
0,36,Lim,0.5421587301587301
0,36,Ko,0.8038755194959729
0,37,Lee,0.6372069405155656
0,37,Shin,0.8398518518518517
0,37,Kang,0.8236965526813523
0,37,Lim,0.5842328042328042
0,37,Ko,0.8139453755652554
0,38,Lee,0.6462558055177535
0,38,Shin,0.850037037037037
0,38,Kang,0.5122764566959073
0,38,Lim,0.5732089947089948
0,38,Ko,0.8164984617658253
0,39,Lee,0.6408047756923279
0,39,Shin,0.8622592592592592
0,39,Kang,0.5207790564697264
0,39,Lim,0.5657698412698415
0,39,Ko,0.8272201620223675
1,0,Lee,0.4952999276907159
1,0,Shin,0.6357777777777778
1,0,Kang,0.6905770901712229
1,0,Lim,0.46923280423280417
1,0,Ko,0.5442146457955258
1,1,Lee,0.5336366811446933
1,1,Shin,0.628214285714286
1,1,Kang,0.6893307214774963
1,1,Lim,0.8071587301587302
1,1,Ko,0.540504777501813
1,2,Lee,0.4769433351600517
1,2,Shin,0.5959973544973546
1,2,Kang,0.7106517691108324
1,2,Lim,0.7112539682539684
1,2,Ko,0.5496841462394838
1,3,Lee,0.484283111039171
1,3,Shin,0.6286587301587303
1,3,Kang,0.6865007407595145
1,3,Lim,0.6751375661375664
1,3,Ko,0.5579628385309708
1,4,Lee,0.5615782034640141
1,4,Shin,0.6517566137566136
1,4,Kang,0.7712172897324208
1,4,Lim,0.6993042328042329
1,4,Ko,0.559516271877733
1,5,Lee,0.5872317335962809
1,5,Shin,0.6262248677248676
