Run,Step,Agent,Bidding on Winning
0,0,Lee,0.1083460469949226
0,0,Shin,0.5096296296296297
0,0,Kang,0.2418062610207218
0,0,Lim,0.18385185185185185
0,0,Ko,0.14438381185584592
0,1,Lee,0.10029022675600469
0,1,Shin,0.46407407407407403
0,1,Kang,0.3833733116243538
0,1,Lim,0.32103703703703707
0,1,Ko,0.06225395502960044
0,2,Lee,0.09817274728682816
0,2,Shin,0.45859259259259255
0,2,Kang,0.3998755309308533
0,2,Lim,0.2918518518518519
0,2,Ko,0.06236910158073836
0,3,Lee,0.1335910279277173
0,3,Shin,0.43014814814814833
0,3,Kang,0.4175701323990836
0,3,Lim,0.23896296296296302
0,3,Ko,0.07880718769137109
0,4,Lee,0.17052917883117039
0,4,Shin,0.39088888888888873
0,4,Kang,0.44158030240437024
0,4,Lim,0.2528888888888888
0,4,Ko,0.06591442519570338
0,5,Lee,0.26186140222273396
0,5,Shin,0.31748148148148136
0,5,Kang,0.41057376676591756
0,5,Lim,0.19133333333333333
0,5,Ko,0.06439276841366143
0,6,Lee,0.26552238937170086
0,6,Shin,0.3496296296296297
0,6,Kang,0.3740691757284912
0,6,Lim,0.23585185185185178
0,6,Ko,0.0807225995952254
0,7,Lee,0.3025043725510702
0,7,Shin,0.436074074074074
0,7,Kang,0.33252030084349643
0,7,Lim,0.21251851851851852
0,7,Ko,0.05267070328684995
0,8,Lee,0.21966384970729988
0,8,Shin,0.3302222222222222
0,8,Kang,0.42435495069482243
0,8,Lim,0.2354814814814814
0,8,Ko,0.07017422564593595
0,9,Lee,0.27889958669152554
0,9,Shin,0.4048148148148147
0,9,Kang,0.3004200445196032
0,9,Lim,0.25429629629629624
0,9,Ko,0.06798634401731544
0,10,Lee,0.33159233566615887
0,10,Shin,0.32799999999999996
0,10,Kang,0.2789093442941574
0,10,Lim,0.30333333333333323
0,10,Ko,0.06890137061774387
0,11,Lee,0.30271372860132045
0,11,Shin,0.4013333333333335
0,11,Kang,0.33643041774575994
